acquisition_id,user_id,channel,campaign_name,utm_source,utm_medium,acquisition_date,acquisition_cost
84214,15214,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-01,65.05
84215,15215,Organic Search,Q1_Reboot_26,google,organic,2026-02-03,17.81
84216,15216,Direct,Q4_Winback_25,direct,none,2026-02-07,5.94
84217,15217,Organic Search,Q4_Winback_25,google,organic,2026-02-17,17.25
84218,15218,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-16,85.15
84219,15219,Organic Search,Q1_Reboot_26,google,organic,2026-02-11,21.19
84220,15220,Paid Social,Q1_Reboot_26,instagram,cpc,2026-02-16,77.56
84221,15221,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-06,61.22
84222,15222,Direct,Q4_Winback_25,direct,none,2026-02-07,26.31
84223,15223,Direct,Q4_Winback_25,direct,none,2026-02-18,22.36
84224,15224,Organic Search,Q4_Winback_25,google,organic,2026-02-26,25.47
84225,15225,Direct,Q1_Reboot_26,direct,none,2026-01-31,12.39
84226,15226,Organic Search,Q1_Reboot_26,google,organic,2026-02-08,14.91
84227,15227,Paid Social,Q1_Reboot_26,instagram,cpc,2026-02-22,55.67
84228,15228,Direct,Q4_Winback_25,direct,none,2026-02-24,19.3
84229,15229,Direct,Q1_Reboot_26,direct,none,2026-02-08,9.15
84230,15230,Organic Search,Q1_Reboot_26,google,organic,2026-01-31,8.69
84231,15231,Direct,Q1_Reboot_26,direct,none,2026-02-14,15.6
84232,15232,Paid Social,Q1_Reboot_26,instagram,cpc,2026-02-18,21.8
84233,15233,paid_social,Q4_Winback_25,instagram,cpc,2026-02-07,32.53
84234,15234,Organic Search,Q1_Reboot_26,google,organic,2026-02-08,15.96
84235,15235,Organic Search,Q1_Reboot_26,google,organic,2026-02-16,25.17
84236,15236,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-16,12.73
84237,15237,Direct,Q4_Winback_25,direct,none,2026-02-08,21.32
84238,15238,Direct,Q4_Winback_25,direct,none,2026-02-23,20.19
84239,15239,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-23,76.48
84240,15240,Referral,Q1_Reboot_26,referral,referral,2026-02-18,21.2
84241,15241,organic_search,Q4_Winback_25,google,organic,2026-02-27,22.94
84242,15242,Direct,Q4_Winback_25,direct,none,2026-02-11,27.55
84243,15243,Organic Search,Q1_Reboot_26,google,organic,2026-02-01,25.47
84244,15244,Organic Search,Q1_Reboot_26,google,organic,2026-02-18,11.21
84245,15245,Direct,Q1_Reboot_26,direct,none,2026-02-14,19.9
84246,15246,Organic Search,Q4_Winback_25,google,organic,2026-02-09,17.69
84247,15247,Direct,Q4_Winback_25,direct,none,2026-02-06,19.55
84248,15248,Organic Search,Q1_Reboot_26,google,organic,2026-01-31,18.14
84249,15249,Direct,Q4_Winback_25,direct,none,2026-02-02,6.17
84250,15250,Direct,Q4_Winback_25,direct,none,2026-02-17,2.23
84251,15251,Direct,Q4_Winback_25,direct,none,2026-02-05,16.72
84252,15252,Referral,Q4_Winback_25,referral,referral,2026-02-25,28.16
84253,15253,Referral,Q1_Reboot_26,referral,referral,2026-02-11,24.98
84254,15254,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-02,72.8
84255,15255,Direct,Q1_Reboot_26,direct,none,2026-02-17,0.96
84256,15256,Direct,Q1_Reboot_26,direct,none,2026-02-17,5.32
84257,15257,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-03,68.0
84258,15258,Organic Search,Q4_Winback_25,google,organic,2026-02-23,5.55
84259,15259,Organic Search,Q1_Reboot_26,google,organic,2026-02-20,26.56
84260,15260,Organic Search,Q1_Reboot_26,google,organic,2026-02-14,25.36
84261,15261,Direct,Q4_Winback_25,direct,none,2026-02-03,26.21
84262,15262,Organic Search,Q1_Reboot_26,google,organic,2026-02-13,8.76
84263,15263,Referral,Q1_Reboot_26,referral,referral,2026-02-27,10.12
84264,15264,Referral,Q1_Reboot_26,referral,referral,2026-02-05,24.3
84265,15265,Direct,Q1_Reboot_26,direct,none,2026-02-26,29.62
84266,15266,Referral,Q4_Winback_25,referral,referral,2026-02-04,21.83
84267,15267,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-17,9.78
84268,15268,Organic Search,Q1_Reboot_26,google,organic,2026-02-11,1.68
84269,15269,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-02,67.12
84270,15270,Paid Social,Q1_Reboot_26,instagram,cpc,2026-02-18,71.87
84271,15271,Direct,Q4_Winback_25,direct,none,2026-02-12,2.09
84272,15272,organic_search,Q4_Winback_25,google,organic,2026-02-06,22.29
84273,15273,Referral,Q4_Winback_25,referral,referral,2026-02-04,27.63
84274,15274,Organic Search,Q1_Reboot_26,google,organic,2026-02-11,24.48
84275,15275,Referral,Q1_Reboot_26,referral,referral,2026-02-01,18.24
84276,15276,Direct,Q1_Reboot_26,direct,none,2026-02-14,27.9
84277,15277,Organic Search,Q4_Winback_25,google,organic,2026-02-02,26.47
84278,15278,Direct,Q4_Winback_25,direct,none,2026-02-06,29.77
84279,15279,Referral,Q4_Winback_25,referral,referral,2026-02-15,27.79
84280,15280,paid social,Q1_Reboot_26,instagram,cpc,2026-02-19,88.24
84281,15281,Organic Search,Q1_Reboot_26,google,organic,2026-02-10,9.49
84282,15282,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-17,67.71
84283,15283,Direct,Q4_Winback_25,direct,none,2026-02-26,23.78
84284,15284,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-17,46.6
84285,15285,Organic Search,Q1_Reboot_26,google,organic,2026-02-21,6.8
84286,15286,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-11,37.68
84287,15287,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-05,80.01
84288,15288,Direct,Q4_Winback_25,direct,none,2026-02-09,10.11
84289,15289,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-07,85.17
84290,15290,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-16,75.56
84291,15291,organic_search,Q4_Winback_25,google,organic,2026-02-05,26.41
84292,15292,Organic Search,Q4_Winback_25,google,organic,2026-02-22,13.88
84293,15293,Organic Search,Q1_Reboot_26,google,organic,2026-02-03,13.97
84294,15294,organic search,Q1_Reboot_26,google,organic,2026-02-20,13.66
84295,15295,Organic Search,Q1_Reboot_26,google,organic,2026-02-11,18.23
84296,15296,Organic Search,Q4_Winback_25,google,organic,2026-02-19,26.02
84297,15297,Organic Search,Q4_Winback_25,google,organic,2026-02-05,10.31
84298,15298,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-04,63.17
84299,15299,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-05,34.99
84300,15300,Referral,Q4_Winback_25,referral,referral,2026-02-21,29.07
84301,15301,Direct,Q4_Winback_25,direct,none,2026-02-07,15.65
84302,15302,Organic Search,Q4_Winback_25,google,organic,2026-02-10,9.53
84303,15303,Organic Search,Q4_Winback_25,google,organic,2026-02-01,14.47
84304,15304,Organic Search,Q1_Reboot_26,google,organic,2026-02-07,16.04
84305,15305,Referral,Q1_Reboot_26,referral,referral,2026-02-22,1.12
84306,15306,Referral,Q4_Winback_25,referral,referral,2026-02-02,1.01
84307,15307,Organic Search,Q4_Winback_25,google,organic,2026-02-26,13.52
84308,15308,Direct,Q1_Reboot_26,direct,none,2026-02-23,10.55
84309,15309,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-27,54.62
84310,15310,Direct,Q1_Reboot_26,direct,none,2026-02-18,9.97
84311,15311,Referral,Q4_Winback_25,referral,referral,2026-02-18,5.5
84312,15312,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-23,25.75
84313,15313,Paid Social,Q1_Reboot_26,instagram,cpc,2026-02-20,9.72
84314,15314,Direct,Q4_Winback_25,direct,none,2026-02-13,16.03
84315,15315,Organic Search,Q4_Winback_25,google,organic,2026-02-11,2.41
84316,15316,Organic Search,Q4_Winback_25,google,organic,2026-02-24,1.43
84317,15317,Organic Search,Q4_Winback_25,google,organic,2026-02-08,25.97
84318,15318,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-15,30.35
84319,15319,Organic Search,Q4_Winback_25,google,organic,2026-01-31,13.55
84320,15320,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-19,68.5
84321,15321,Organic Search,Q4_Winback_25,google,organic,2026-02-03,6.87
84322,15322,paid social,Q1_Reboot_26,facebook,cpc,2026-01-30,54.44
84323,15323,Referral,Q1_Reboot_26,referral,referral,2026-02-06,8.55
84324,15324,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-18,47.69
84325,15325,Direct,Q1_Reboot_26,direct,none,2026-02-21,17.81
84326,15326,Referral,Q1_Reboot_26,referral,referral,2026-02-15,6.11
84327,15327,Referral,Q1_Reboot_26,referral,referral,2026-02-18,12.67
84328,15328,Direct,Q1_Reboot_26,direct,none,2026-02-06,16.43
84329,15329,Organic Search,Q4_Winback_25,google,organic,2026-01-31,19.74
84330,15330,Organic Search,Q4_Winback_25,google,organic,2026-02-02,28.54
84331,15331,Organic Search,Q4_Winback_25,google,organic,2026-02-02,16.62
84332,15332,Referral,Q4_Winback_25,referral,referral,2026-02-08,13.82
84333,15333,Direct,Q1_Reboot_26,direct,none,2026-02-19,24.47
84334,15334,Referral,Q1_Reboot_26,referral,referral,2026-02-02,10.02
84335,15335,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-07,47.95
84336,15336,Referral,Q1_Reboot_26,referral,referral,2026-02-14,29.55
84337,15337,Direct,Q1_Reboot_26,direct,none,2026-01-31,2.47
84338,15338,Referral,Q1_Reboot_26,referral,referral,2026-02-15,13.36
84339,15339,Direct,Q4_Winback_25,direct,none,2026-02-12,27.07
84340,15340,Direct,Q1_Reboot_26,direct,none,2026-02-25,16.66
84341,15341,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-11,97.04
84342,15342,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-13,12.23
84343,15343,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-24,71.82
84344,15344,Organic Search,Q4_Winback_25,google,organic,2026-02-21,22.98
84345,15345,Direct,Q1_Reboot_26,direct,none,2026-02-15,3.12
84346,15346,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-18,54.32
84347,15347,Referral,Q4_Winback_25,referral,referral,2026-02-10,9.26
84348,15348,Direct,Q4_Winback_25,direct,none,2026-02-18,14.9
84349,15349,Direct,Q4_Winback_25,direct,none,2026-02-06,0.74
84350,15350,Referral,Q1_Reboot_26,referral,referral,2026-02-07,24.87
84351,15351,Organic Search,Q4_Winback_25,google,organic,2026-02-24,9.44
84352,15352,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-12,80.55
84353,15353,Organic Search,Q1_Reboot_26,google,organic,2026-02-14,6.91
84354,15354,organic search,Q1_Reboot_26,google,organic,2026-02-03,25.85
84355,15355,Referral,Q4_Winback_25,referral,referral,2026-02-07,21.94
84356,15356,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-18,63.97
84357,15357,Organic Search,Q1_Reboot_26,google,organic,2026-02-14,18.94
84358,15358,Direct,Q4_Winback_25,direct,none,2026-02-06,16.23
84359,15359,Direct,Q1_Reboot_26,direct,none,2026-01-31,0.82
84360,15360,Referral,Q4_Winback_25,referral,referral,2026-02-14,3.23
84361,15361,Referral,Q4_Winback_25,referral,referral,2026-02-07,6.34
84362,15362,Organic Search,Q4_Winback_25,google,organic,2026-02-23,29.43
84363,15363,Referral,Q4_Winback_25,referral,referral,2026-01-31,19.92
84364,15364,Referral,Q1_Reboot_26,referral,referral,2026-02-20,6.53
84365,15365,Paid Social,Q1_Reboot_26,facebook,cpc,2026-02-11,59.55
84366,15366,Direct,Q4_Winback_25,direct,none,2026-02-05,3.98
84367,15367,organic_search,Q4_Winback_25,google,organic,2026-02-17,27.12
84368,15368,Direct,Q4_Winback_25,direct,none,2026-02-14,24.2
84369,15369,Paid Social,Q4_Winback_25,instagram,cpc,2026-01-31,74.28
84370,15370,Referral,Q1_Reboot_26,referral,referral,2026-02-14,18.2
84371,15371,Organic Search,Q4_Winback_25,google,organic,2026-02-06,6.7
84372,15372,Organic Search,Q1_Reboot_26,google,organic,2026-02-24,28.73
84373,15373,Direct,Q1_Reboot_26,direct,none,2026-02-06,6.66
84374,15374,Organic Search,Q1_Reboot_26,google,organic,2026-02-23,21.81
84375,15375,Referral,Q1_Reboot_26,referral,referral,2026-02-07,12.52
84376,15376,Referral,Q4_Winback_25,referral,referral,2026-02-09,17.0
84377,15377,Paid Social,Q1_Reboot_26,instagram,cpc,2026-01-30,29.64
84378,15378,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-25,90.58
84379,15379,Direct,Q1_Reboot_26,direct,none,2026-02-13,25.24
84380,15380,Organic Search,Q4_Winback_25,google,organic,2026-02-04,3.72
84381,15381,Organic Search,Q4_Winback_25,google,organic,2026-03-01,17.92
84382,15382,Paid Social,Q4_Winback_25,instagram,cpc,2026-03-17,63.98
84383,15383,Direct,Q1_Reboot_26,direct,none,2026-03-01,19.69
84384,15384,Referral,Q4_Winback_25,referral,referral,2026-03-11,29.92
84385,15385,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-03,92.49
84386,15386,Direct,Q1_Reboot_26,direct,none,2026-03-23,11.42
84387,15387,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-15,54.51
84388,15388,Paid Social,Q4_Winback_25,instagram,cpc,2026-03-28,45.95
84389,15389,Organic Search,Q4_Winback_25,google,organic,2026-03-19,29.19
84390,15390,Referral,Q4_Winback_25,referral,referral,2026-03-10,1.6
84391,15391,Organic Search,Q4_Winback_25,google,organic,2026-03-24,1.79
84392,15392,Organic Search,Q1_Reboot_26,google,organic,2026-03-06,12.17
84393,15393,Referral,Q1_Reboot_26,referral,referral,2026-03-07,6.28
84394,15394,Direct,Q1_Reboot_26,direct,none,2026-03-09,6.82
84395,15395,Organic Search,Q1_Reboot_26,google,organic,2026-03-21,10.72
84396,15396,Organic Search,Q4_Winback_25,google,organic,2026-03-29,11.15
84397,15397,Organic Search,Q4_Winback_25,google,organic,2026-03-26,16.73
84398,15398,Paid Social,Q4_Winback_25,instagram,cpc,2026-03-17,7.09
84399,15399,Paid Social,Q4_Winback_25,instagram,cpc,2026-02-27,51.48
84400,15400,Direct,Q1_Reboot_26,direct,none,2026-03-29,13.29
84401,15401,organic search,Q1_Reboot_26,google,organic,2026-03-10,15.87
84402,15402,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-17,93.13
84403,15403,Organic Search,Q4_Winback_25,google,organic,2026-03-14,14.36
84404,15404,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-09,45.11
84405,15405,Organic Search,Q1_Reboot_26,google,organic,2026-03-08,3.99
84406,15406,Direct,Q1_Reboot_26,direct,none,2026-03-17,16.54
84407,15407,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-13,5.79
84408,15408,Direct,Q4_Winback_25,direct,none,2026-03-03,26.55
84409,15409,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-12,22.01
84410,15410,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-11,59.94
84411,15411,Referral,Q4_Winback_25,referral,referral,2026-03-18,8.32
84412,15412,Direct,Q4_Winback_25,direct,none,2026-03-14,8.1
84413,15413,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-04,50.42
84414,15414,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-18,77.39
84415,15415,Referral,Q1_Reboot_26,referral,referral,2026-03-25,24.52
84416,15416,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-13,31.71
84417,15417,Direct,Q4_Winback_25,direct,none,2026-03-17,24.43
84418,15418,Direct,Q4_Winback_25,direct,none,2026-03-12,18.94
84419,15419,Referral,Q4_Winback_25,referral,referral,2026-03-10,17.8
84420,15420,Organic Search,Q1_Reboot_26,google,organic,2026-03-28,21.09
84421,15421,Organic Search,Q4_Winback_25,google,organic,2026-03-28,8.1
84422,15422,Paid Social,Q4_Winback_25,instagram,cpc,2026-03-06,35.18
84423,15423,Referral,Q1_Reboot_26,referral,referral,2026-03-17,16.79
84424,15424,Organic Search,Q4_Winback_25,google,organic,2026-03-29,18.48
84425,15425,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-16,73.6
84426,15426,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-17,66.98
84427,15427,Organic Search,Q1_Reboot_26,google,organic,2026-03-30,15.52
84428,15428,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-20,72.01
84429,15429,Direct,Q1_Reboot_26,direct,none,2026-03-24,16.94
84430,15430,Direct,Q1_Reboot_26,direct,none,2026-03-03,13.0
84431,15431,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-18,71.11
84432,15432,Organic Search,Q4_Winback_25,google,organic,2026-03-03,16.68
84433,15433,Organic Search,Q4_Winback_25,google,organic,2026-03-07,25.81
84434,15434,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-22,17.74
84435,15435,Organic Search,Q4_Winback_25,google,organic,2026-03-25,6.31
84436,15436,Direct,Q4_Winback_25,direct,none,2026-03-28,7.65
84437,15437,Direct,Q1_Reboot_26,direct,none,2026-03-23,16.16
84438,15438,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-16,39.86
84439,15439,Direct,Q1_Reboot_26,direct,none,2026-03-12,13.61
84440,15440,Direct,Q4_Winback_25,direct,none,2026-03-03,22.48
84441,15441,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-25,43.01
84442,15442,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-23,70.22
84443,15443,Organic Search,Q1_Reboot_26,google,organic,2026-03-03,3.5
84444,15444,Direct,Q1_Reboot_26,direct,none,2026-03-28,1.79
84445,15445,Organic Search,Q4_Winback_25,google,organic,2026-03-08,25.49
84446,15446,Direct,Q4_Winback_25,direct,none,2026-03-18,22.1
84447,15447,Direct,Q1_Reboot_26,direct,none,2026-03-03,5.72
84448,15448,Direct,Q1_Reboot_26,direct,none,2026-03-05,11.34
84449,15449,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-16,70.73
84450,15450,Organic Search,Q1_Reboot_26,google,organic,2026-03-12,26.12
84451,15451,Paid Social,Q1_Reboot_26,instagram,cpc,2026-02-28,20.38
84452,15452,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-29,91.32
84453,15453,Organic Search,Q4_Winback_25,google,organic,2026-03-25,8.24
84454,15454,Direct,Q1_Reboot_26,direct,none,2026-03-04,4.35
84455,15455,Direct,Q4_Winback_25,direct,none,2026-03-18,24.36
84456,15456,Referral,Q4_Winback_25,referral,referral,2026-03-04,1.82
84457,15457,Direct,Q4_Winback_25,direct,none,2026-03-22,22.79
84458,15458,Paid Social,Q4_Winback_25,instagram,cpc,2026-03-21,78.87
84459,15459,Direct,Q1_Reboot_26,direct,none,2026-03-21,1.38
84460,15460,Paid Social,Q4_Winback_25,instagram,cpc,2026-03-14,42.07
84461,15461,Referral,Q1_Reboot_26,referral,referral,2026-02-26,24.67
84462,15462,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-04,8.56
84463,15463,Organic Search,Q4_Winback_25,google,organic,2026-03-31,5.11
84464,15464,Direct,Q4_Winback_25,direct,none,2026-03-17,29.17
84465,15465,Organic Search,Q4_Winback_25,google,organic,2026-03-11,25.1
84466,15466,Organic Search,Q1_Reboot_26,google,organic,2026-03-28,16.42
84467,15467,Direct,Q4_Winback_25,direct,none,2026-03-14,9.57
84468,15468,Organic Search,Q1_Reboot_26,google,organic,2026-03-24,10.26
84469,15469,Referral,Q4_Winback_25,referral,referral,2026-03-25,4.41
84470,15470,paid_social,Q1_Reboot_26,facebook,cpc,2026-02-26,91.75
84471,15471,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-28,26.0
84472,15472,Referral,Q4_Winback_25,referral,referral,2026-03-26,18.85
84473,15473,Organic Search,Q4_Winback_25,google,organic,2026-03-30,6.9
84474,15474,Direct,Q4_Winback_25,direct,none,2026-03-20,6.97
84475,15475,Direct,Q4_Winback_25,direct,none,2026-03-21,21.26
84476,15476,Direct,Q1_Reboot_26,direct,none,2026-03-09,1.12
84477,15477,Organic Search,Q4_Winback_25,google,organic,2026-03-05,6.37
84478,15478,Referral,Q4_Winback_25,referral,referral,2026-03-03,16.37
84479,15479,Organic Search,Q4_Winback_25,google,organic,2026-03-05,8.42
84480,15480,Direct,Q4_Winback_25,direct,none,2026-03-31,8.75
84481,15481,Organic Search,Q4_Winback_25,google,organic,2026-03-06,15.68
84482,15482,Paid Social,Q4_Winback_25,facebook,cpc,2026-02-26,10.57
84483,15483,Direct,Q1_Reboot_26,direct,none,2026-03-20,0.64
84484,15484,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-03,33.8
84485,15485,Direct,Q4_Winback_25,direct,none,2026-03-14,19.09
84486,15486,Organic Search,Q1_Reboot_26,google,organic,2026-03-18,15.51
84487,15487,Direct,Q4_Winback_25,direct,none,2026-03-18,21.95
84488,15488,Organic Search,Q4_Winback_25,google,organic,2026-03-24,5.27
84489,15489,Direct,Q4_Winback_25,direct,none,2026-02-28,21.38
84490,15490,Direct,Q1_Reboot_26,direct,none,2026-03-06,28.83
84491,15491,Organic Search,Q4_Winback_25,google,organic,2026-03-10,4.11
84492,15492,Referral,Q4_Winback_25,referral,referral,2026-03-23,9.63
84493,15493,Referral,Q1_Reboot_26,referral,referral,2026-03-16,18.12
84494,15494,Referral,Q4_Winback_25,referral,referral,2026-03-21,7.75
84495,15495,Direct,Q1_Reboot_26,direct,none,2026-03-21,11.17
84496,15496,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-25,65.74
84497,15497,Referral,Q4_Winback_25,referral,referral,2026-03-19,13.51
84498,15498,Organic Search,Q4_Winback_25,google,organic,2026-03-21,23.85
84499,15499,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-20,33.13
84500,15500,Direct,Q4_Winback_25,direct,none,2026-03-02,16.5
84501,15501,Direct,Q4_Winback_25,direct,none,2026-03-08,23.66
84502,15502,Organic Search,Q4_Winback_25,google,organic,2026-03-25,24.15
84503,15503,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-03,43.25
84504,15504,Direct,Q4_Winback_25,direct,none,2026-03-15,7.93
84505,15505,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-21,14.16
84506,15506,Organic Search,Q1_Reboot_26,google,organic,2026-03-11,3.43
84507,15507,Direct,Q4_Winback_25,direct,none,2026-03-06,27.04
84508,15508,Direct,Q1_Reboot_26,direct,none,2026-03-01,3.12
84509,15509,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-20,75.25
84510,15510,Organic Search,Q1_Reboot_26,google,organic,2026-03-16,17.22
84511,15511,Organic Search,Q1_Reboot_26,google,organic,2026-03-21,16.63
84512,15512,Direct,Q4_Winback_25,direct,none,2026-03-03,22.58
84513,15513,Organic Search,Q4_Winback_25,google,organic,2026-03-13,27.71
84514,15514,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-16,18.2
84515,15515,Organic Search,Q1_Reboot_26,google,organic,2026-03-25,18.2
84516,15516,Referral,Q4_Winback_25,referral,referral,2026-03-03,14.32
84517,15517,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-19,23.52
84518,15518,Direct,Q4_Winback_25,direct,none,2026-03-21,26.4
84519,15519,Referral,Q1_Reboot_26,referral,referral,2026-03-16,5.17
84520,15520,Paid Social,Q1_Reboot_26,facebook,cpc,2026-03-02,0.78
84521,15521,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-02,3.94
84522,15522,Referral,Q4_Winback_25,referral,referral,2026-03-16,22.91
84523,15523,Organic Search,Q4_Winback_25,google,organic,2026-03-18,29.38
84524,15524,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-19,68.39
84525,15525,organic_search,Q1_Reboot_26,google,organic,2026-03-23,8.0
84526,15526,Organic Search,Q4_Winback_25,google,organic,2026-03-13,13.58
84527,15527,Organic Search,Q1_Reboot_26,google,organic,2026-03-10,28.38
84528,15528,Organic Search,Q4_Winback_25,google,organic,2026-03-27,10.59
84529,15529,Organic Search,Q1_Reboot_26,google,organic,2026-03-22,28.44
84530,15530,Organic Search,Q1_Reboot_26,google,organic,2026-03-16,12.19
84531,15531,Referral,Q1_Reboot_26,referral,referral,2026-03-17,25.93
84532,15532,Direct,Q1_Reboot_26,direct,none,2026-03-21,14.96
84533,15533,Direct,Q1_Reboot_26,direct,none,2026-03-07,11.0
84534,15534,Organic Search,Q4_Winback_25,google,organic,2026-03-12,2.17
84535,15535,Referral,Q1_Reboot_26,referral,referral,2026-02-27,21.13
84536,15536,Organic Search,Q4_Winback_25,google,organic,2026-03-22,7.81
84537,15537,Referral,Q4_Winback_25,referral,referral,2026-03-16,28.69
84538,15538,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-25,56.08
84539,15539,Organic Search,Q1_Reboot_26,google,organic,2026-03-09,9.81
84540,15540,Direct,Q1_Reboot_26,direct,none,2026-03-13,23.58
84541,15541,Direct,Q1_Reboot_26,direct,none,2026-02-27,22.01
84542,15542,Referral,Q1_Reboot_26,referral,referral,2026-03-27,5.89
84543,15543,organic search,Q4_Winback_25,google,organic,2026-03-09,25.25
84544,15544,Organic Search,Q4_Winback_25,google,organic,2026-03-04,14.65
84545,15545,paid_social,Q4_Winback_25,instagram,cpc,2026-03-18,13.71
84546,15546,Direct,Q4_Winback_25,direct,none,2026-03-26,1.79
84547,15547,Direct,Q4_Winback_25,direct,none,2026-03-03,29.51
84548,15548,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-14,21.05
84549,15549,Direct,Q1_Reboot_26,direct,none,2026-03-13,20.61
84550,15550,Organic Search,Q1_Reboot_26,google,organic,2026-03-03,1.68
84551,15551,Direct,Q1_Reboot_26,direct,none,2026-03-06,22.74
84552,15552,Paid Social,Q4_Winback_25,facebook,cpc,2026-03-20,65.33
84553,15553,Organic Search,Q1_Reboot_26,google,organic,2026-03-28,19.13
84554,15554,Referral,Q1_Reboot_26,referral,referral,2026-03-05,14.21
84555,15555,Referral,Q4_Winback_25,referral,referral,2026-03-19,18.32
84556,15556,Direct,Q1_Reboot_26,direct,none,2026-03-27,9.75
84557,15557,Paid Social,Q4_Winback_25,instagram,cpc,2026-03-24,61.18
84558,15558,Organic Search,Q1_Reboot_26,google,organic,2026-03-23,3.37
84559,15559,Organic Search,Q4_Winback_25,google,organic,2026-03-28,26.12
84560,15560,Organic Search,Q1_Reboot_26,google,organic,2026-03-20,2.2
84561,15561,Organic Search,Q1_Reboot_26,google,organic,2026-02-27,19.66
84562,15562,Paid Social,Q1_Reboot_26,instagram,cpc,2026-03-05,66.96
84563,15563,Direct,Q4_Winback_25,direct,none,2026-03-10,15.47
84564,15564,Direct,Q1_Reboot_26,direct,none,2026-03-29,11.44
84565,15565,Organic Search,Q1_Reboot_26,google,organic,2026-03-05,1.75
84566,15566,Direct,Q1_Reboot_26,direct,none,2026-03-25,22.8
84567,15567,organic search,Q1_Reboot_26,google,organic,2026-03-18,7.39
84568,15568,Organic Search,Q4_Winback_25,google,organic,2026-03-23,26.87
84569,15569,Organic Search,Q1_Reboot_26,google,organic,2026-03-03,26.04
84570,15570,Organic Search,Q4_Winback_25,google,organic,2026-03-12,19.23
84571,15571,Organic Search,Q1_Reboot_26,google,organic,2026-03-14,18.72
84572,15572,Organic Search,Q4_Winback_25,google,organic,2026-03-16,3.73
84573,15573,Organic Search,Q4_Winback_25,google,organic,2026-03-28,10.24
84574,15574,Direct,Q1_Reboot_26,direct,none,2026-03-08,11.41
84575,15575,Organic Search,Q1_Reboot_26,google,organic,2026-03-24,20.35
